zip5,lat,lng,state,city
20685,39.032346,-77.184501,MD,
20688,39.201146,-76.458101,MD,
20689,38.707146,-76.610101,MD,
20690,38.979946,-76.983301,MD,
20692,38.792346,-76.487301,MD,
20693,39.286346,-77.135701,MD,
20695,39.098746,-76.639701,MD,
20701,39.295546,-76.744101,MD,
20705,38.870346,-76.935301,MD,
20706,39.364346,-76.783301,MD,
20707,39.057946,-76.630901,MD,
20708,38.851546,-76.513301,MD,
20710,39.419146,-77.011301,MD,
20711,38.925146,-77.163301,MD,
20712,39.231546,-76.515301,MD,
20714,38.993946,-76.402101,MD,
20715,39.300346,-76.554501,MD,
20716,38.806346,-76.706501,MD,
20720,38.789946,-76.868501,MD,
20721,39.283946,-76.716501,MD,
20722,39.402746,-77.173301,MD,
20723,39.096346,-77.020901,MD,
20724,39.215146,-76.677301,MD,
20725,38.908746,-76.524901,MD,
20732,39.348746,-76.491301,MD,
20735,39.042346,-77.139301,MD,
20736,38.923546,-76.682501,MD,
20737,39.229946,-76.834901,MD,
20740,39.332746,-77.175701,MD,
20743,39.213946,-76.718901,MD,
20744,38.957546,-76.984101,MD,
20745,39.451546,-76.832101,MD,
20746,39.145146,-76.679701,MD,
20747,38.838746,-76.527301,MD,
20748,39.282746,-76.758101,MD,
20750,38.703546,-77.032901,MD,
20751,39.009946,-77.185301,MD,
20754,39.128746,-76.841701,MD,
20755,39.435146,-76.994101,MD,
20758,39.453946,-76.615701,MD,
20762,38.687146,-77.194901,MD,
20764,39.249946,-77.082101,MD,
20769,39.418746,-77.156101,MD,
20770,39.045946,-76.748101,MD,
20772,39.233546,-76.443701,MD,
20774,38.670746,-76.556501,MD,
20776,38.858346,-77.052501,MD,
20777,39.164746,-76.404501,MD,
20779,39.402346,-76.517701,MD,
20781,38.879946,-77.034501,MD,
20782,39.373946,-76.882501,MD,
20783,39.067546,-76.730101,MD,
20784,38.761146,-76.577701,MD,
20785,39.255146,-76.425701,MD,
20794,38.932346,-76.435301,MD,
20800,39.437146,-77.172901,MD,
20806,38.874346,-76.485301,MD,
20814,38.890746,-77.123701,MD,
20815,39.384746,-76.971701,MD,
20816,39.078346,-76.819301,MD,
20817,38.771946,-76.666901,MD,
20818,39.315946,-76.932501,MD,
20832,38.820746,-77.126101,MD,
20833,39.314746,-76.974101,MD,
20837,38.889546,-77.165301,MD,
20841,39.412746,-76.837301,MD,
20842,38.918746,-76.989301,MD,
20850,38.935146,-76.827301,MD,
20851,39.429146,-76.675301,MD,
20852,39.122746,-76.522901,MD,
20853,38.816346,-77.170901,MD,
20854,39.310346,-77.018901,MD,
20855,39.003946,-76.866501,MD,
20859,39.379146,-77.058101,MD,
20866,38.857146,-76.544101,MD,
20868,39.144746,-77.074901,MD,
20871,38.971146,-77.190501,MD,
20872,39.089946,-76.846901,MD,
20874,38.902346,-77.151301,MD,
20876,38.714746,-76.655301,MD,
20877,39.208746,-76.503301,MD,
20878,39.227546,-76.925301,MD,
20879,38.921146,-76.772901,MD,
20881,38.758746,-76.825701,MD,
20882,39.065146,-76.978101,MD,
20886,38.689946,-76.786501,MD,
20887,38.996346,-76.938901,MD,
20895,39.199946,-76.750501,MD,
20901,38.734746,-76.984501,MD,
20902,38.853546,-76.640901,MD,
20903,39.347546,-76.488901,MD,
20904,38.665946,-76.945301,MD,
20905,39.159946,-76.793301,MD,
20906,39.278746,-76.449701,MD,
20910,39.212346,-76.994501,MD,
20912,39.399946,-76.690101,MD,
20933,38.988746,-76.935701,MD,
21001,38.814746,-76.670901,MD,
21005,39.239946,-76.479701,MD,
21009,38.864746,-77.088501,MD,
21012,39.104746,-76.985301,MD,
21014,38.917146,-76.489301,MD,
21015,39.223546,-76.641701,MD,
21017,39.035946,-76.946101,MD,
21028,39.259546,-76.447701,MD,
21029,38.953146,-77.095701,MD,
21030,38.680346,-76.722501,MD,
21032,38.867946,-76.418101,MD,
21034,39.105546,-76.531301,MD,
21036,39.293146,-77.027301,MD,
21037,38.799146,-77.179301,MD,
21040,39.236346,-76.870901,MD,
21042,39.423946,-76.566501,MD,
21043,39.117546,-76.414101,MD,
21044,38.811146,-77.062101,MD,
21045,39.305146,-76.910101,MD,
21046,38.998746,-76.757701,MD,
21047,38.692346,-76.605301,MD,
21048,39.186346,-76.453301,MD,
21050,39.407546,-76.728501,MD,
21054,38.982346,-76.919701,MD,
21057,39.101146,-76.576101,MD,
21060,38.778746,-77.108101,MD,
21061,39.272746,-76.956101,MD,
21070,38.949946,-76.965701,MD,
21074,39.325146,-77.157301,MD,
21075,38.831146,-76.508901,MD,
21076,38.712346,-76.852501,MD,
21078,38.999946,-76.582901,MD,
21084,39.007546,-76.668101,MD,
21085,38.701146,-76.515701,MD,
21087,38.888746,-77.011701,MD,
21090,38.753546,-76.716901,MD,
21093,38.872346,-77.173701,MD,
21101,39.237946,-76.434101,MD,
21102,39.119146,-76.777701,MD,
21104,39.356746,-76.890901,MD,
21108,38.881546,-76.664501,MD,
21111,39.254346,-77.072501,MD,
21113,39.066746,-76.576501,MD,
21114,39.135546,-76.615701,MD,
21117,39.441946,-76.768101,MD,
21120,39.189546,-76.497301,MD,
21122,39.001946,-76.801701,MD,
21123,39.308346,-76.954101,MD,
21128,39.239546,-76.914901,MD,
21131,39.065946,-77.030501,MD,
21132,38.759546,-76.878101,MD,
21133,39.253546,-76.726101,MD,
21136,39.184746,-76.686901,MD,
21138,39.422346,-76.800101,MD,
21139,39.115946,-76.647701,MD,
21140,39.201146,-76.524901,MD,
21144,38.775946,-76.716101,MD,
21146,38.963546,-76.411701,MD,
21152,38.842346,-76.971701,MD,
21154,39.455146,-76.476101,MD,
21155,39.148746,-77.124101,MD,
21156,39.267546,-76.780501,MD,
21157,38.961146,-76.628101,MD,
21158,38.979946,-77.050101,MD,
21160,38.858746,-76.809701,MD,
21161,39.165146,-76.962101,MD,
21162,38.671146,-77.114101,MD,
21163,38.977546,-76.466101,MD,
21165,38.739946,-77.153301,MD,
21188,39.397546,-76.931301,MD,
21190,39.175946,-76.934101,MD,
21200,38.896346,-76.736101,MD,
21201,39.390346,-76.584101,MD,
21202,38.708746,-77.040501,MD,
21204,39.321546,-76.544901,MD,
21205,39.015146,-77.192901,MD,
21206,39.133946,-76.849301,MD,
21207,38.827546,-76.696901,MD,
21208,38.946346,-77.153701,MD,
21209,39.440346,-77.001701,MD,
21210,38.913546,-76.920501,MD,
21211,39.219946,-77.072901,MD,
21212,39.101146,-76.616101,MD,
21213,39.407546,-76.768501,MD,
21214,39.288746,-77.112101,MD,
21215,38.794746,-76.463701,MD,
21216,38.675946,-76.807301,MD,
21217,38.982346,-76.959701,MD,
21218,38.863546,-76.502901,MD,
21219,39.169946,-76.655301,MD,
21220,39.354346,-77.021301,MD,
21221,39.047946,-76.868901,MD,
21222,38.741546,-76.716501,MD,
21223,39.235546,-76.564501,MD,
21224,38.929146,-76.412101,MD,
21225,39.423146,-77.060501,MD,
21226,39.116746,-76.908101,MD,
21227,38.810346,-76.755701,MD,
21228,39.404346,-76.638501,MD,
21229,39.097946,-76.486101,MD,
21230,38.725146,-76.878501,MD,
21231,39.031546,-77.030901,MD,
21233,38.843946,-76.534901,MD,
21234,39.100346,-77.070101,MD,
21236,38.912746,-76.574101,MD,
21237,39.219146,-76.726501,MD,
21239,39.081546,-76.648101,MD,
21244,39.002346,-76.406501,MD,
21268,39.034746,-77.160901,MD,
21285,39.399946,-76.683301,MD,
21286,38.718346,-77.139701,MD,
21287,39.212346,-76.987701,MD,
21290,39.452346,-76.884501,MD,
21295,39.333546,-76.427701,MD,
21307,39.236346,-76.828901,MD,
21323,38.728346,-76.926501,MD,
21328,39.084746,-76.696101,MD,
21330,38.863546,-76.420901,MD,
21340,38.961546,-77.084501,MD,
21350,38.790346,-76.426501,MD,
21353,38.671546,-76.770101,MD,
21354,39.165546,-76.618101,MD,
21355,38.859146,-76.465701,MD,
21384,39.301946,-76.871301,MD,
21387,39.420746,-76.527701,MD,
21394,39.130746,-77.013701,MD,
21395,38.824346,-76.861301,MD,
21399,39.249546,-76.670101,MD,
21400,38.892746,-77.185301,MD,
21401,39.386746,-77.033301,MD,
21402,39.080346,-76.880901,MD,
21403,38.773946,-76.728501,MD,
21405,38.961546,-76.424101,MD,
21407,39.149146,-76.920101,MD,
21409,39.436746,-76.650501,MD,
21430,39.252346,-77.084901,MD,
21440,39.423546,-76.942501,MD,
21449,39.067146,-77.172901,MD,
21453,38.913546,-76.978501,MD,
21470,39.137146,-77.037301,MD,
21478,39.187146,-76.654501,MD,
21480,39.277546,-76.675701,MD,
21490,39.448746,-76.533301,MD,
21496,38.835946,-77.028901,MD,
21502,38.890746,-77.139701,MD,
21520,38.961146,-76.859301,MD,
21524,39.336346,-77.050901,MD,
21525,38.842346,-76.402501,MD,
21530,39.143946,-76.744501,MD,
21531,38.837546,-76.592101,MD,
21532,39.331546,-76.440101,MD,
21536,38.906346,-76.631301,MD,
21538,39.193946,-77.162101,MD,
21539,38.887546,-77.009701,MD,
21541,38.894346,-76.748501,MD,
21545,39.319546,-76.557301,MD,
21550,39.217146,-76.738901,MD,
21555,39.285946,-76.778101,MD,
21557,39.098346,-77.082501,MD,
21561,39.352346,-77.033701,MD,
21562,38.858346,-77.185701,MD,
21600,38.667946,-77.098101,MD,
21601,39.161946,-76.946101,MD,
21608,38.717946,-76.715301,MD,
21612,38.672746,-76.908501,MD,
21613,38.979146,-77.060901,MD,
21617,39.404346,-76.869701,MD,
21619,38.841546,-76.982501,MD,
21620,39.125946,-76.582901,MD,
21623,39.007146,-76.926501,MD,
21625,39.244746,-77.039701,MD,
21628,39.075946,-76.965701,MD,
21629,38.769546,-76.813301,MD,
21631,38.803146,-76.592501,MD,
21632,39.109546,-76.744901,MD,
21635,39.228346,-77.201701,MD,
21636,38.734346,-76.553301,MD,
21638,39.247146,-76.823301,MD,
21639,38.753146,-76.975301,MD,
21640,39.383546,-77.076501,MD,
21641,39.077146,-76.924101,MD,
21643,38.889546,-76.428101,MD,
21649,39.127146,-76.541301,MD,
21650,38.954746,-76.725301,MD,
21651,39.261146,-76.877701,MD,
21654,39.329946,-76.916901,MD,
21655,38.835946,-77.068901,MD,
21657,39.023546,-76.764501,MD,
21658,38.904746,-77.108101,MD,
21660,39.041146,-76.560901,MD,
21663,38.922346,-76.904501,MD,
21666,38.803546,-76.447701,MD,
21667,39.297546,-77.096101,MD,
21668,39.091146,-76.978501,MD,
21673,39.331146,-76.875301,MD,
21678,39.262346,-76.836101,MD,
21682,38.865146,-76.892901,MD,
21701,39.462746,-76.521301,MD,
21702,38.968746,-76.673301,MD,
21703,39.275146,-76.825701,MD,
21704,38.731146,-76.560101,MD,
21705,39.037546,-76.712501,MD,
21710,38.985146,-76.511301,MD,
21711,38.678746,-77.159301,MD,
21713,38.866346,-76.854901,MD,
21716,38.747546,-77.198501,MD,
21719,39.429146,-76.742101,MD,
21720,39.144746,-77.141701,MD,
21721,39.005146,-76.758501,MD,
21722,39.332346,-76.837301,MD,
21727,39.213546,-77.180901,MD,
21728,38.748746,-77.023701,MD,
21733,38.833546,-77.178901,MD,
21734,38.952346,-76.835301,MD,
21740,38.686746,-76.856501,MD,
21742,39.299546,-77.161301,MD,
21743,38.805546,-76.512901,MD,
21750,39.315946,-76.999301,MD,
21754,38.940746,-76.807701,MD,
21755,39.434746,-76.655701,MD,
21756,39.128346,-76.503301,MD,
21757,38.821946,-77.151301,MD,
21758,38.919946,-76.881301,MD,
21765,39.160746,-77.124501,MD,
21769,38.685546,-76.898101,MD,
21770,39.058346,-76.505701,MD,
21771,38.751946,-77.153701,MD,
21773,39.364746,-76.658101,MD,
21774,39.433546,-76.697301,MD,
21776,39.245946,-77.001701,MD,
21777,38.939546,-76.849301,MD,
21778,39.008346,-76.888501,MD,
21780,38.771546,-76.878501,MD,
21782,39.384346,-77.183301,MD,
21783,38.890346,-76.534901,MD,
21784,39.146746,-77.070101,MD,
21787,39.265546,-76.726501,MD,
21788,38.821546,-76.495701,MD,
21791,39.094346,-76.868901,MD,
21793,39.281946,-76.564501,MD,
21794,38.975546,-76.412101,MD,
21795,38.669146,-77.060101,MD,
21797,38.856746,-76.755701,MD,
21801,39.173146,-76.748501,MD,
21802,38.866746,-76.596101,MD,
21804,39.104346,-76.709301,MD,
21811,39.156746,-76.910501,MD,
21813,38.969146,-76.414501,MD,
21814,39.275546,-76.566901,MD,
21817,39.394346,-77.023701,MD,
21821,39.161546,-76.720901,MD,
21822,39.280346,-77.177701,MD,
21826,38.855146,-76.568501,MD,
21830,38.838746,-76.730501,MD,
21837,38.957546,-77.187301,MD,
21839,39.195146,-76.500101,MD,
21840,39.394746,-76.878901,MD,
21842,38.781946,-76.574101,MD,
21849,38.692346,-76.608501,MD,
21850,38.765546,-76.736101,MD,
21851,39.071946,-76.888501,MD,
21853,38.884346,-77.192901,MD,
21863,39.243146,-76.746101,MD,
21864,39.361946,-76.402501,MD,
21869,38.680346,-76.858901,MD,
21871,38.814346,-77.195301,MD,
21874,38.883146,-76.434101,MD,
21875,39.189546,-76.586501,MD,
21891,39.341546,-77.131701,MD,
21900,39.429546,-77.201701,MD,
21901,38.935546,-76.553301,MD,
21903,39.123146,-77.049301,MD,
21904,39.054346,-77.010101,MD,
21911,38.951946,-77.191701,MD,
21915,39.327146,-76.582901,MD,
21917,39.139546,-76.887301,MD,
21918,39.308346,-76.961301,MD,
21919,39.001946,-76.808901,MD,
21921,39.393546,-76.838501,MD,
21922,38.899546,-76.990501,MD,
21970,39.185146,-76.549301,MD,
22000,38.148137,-77.981968,VA,
22002,37.535337,-78.477568,VA,
22003,37.841737,-77.829568,VA,
22015,38.045737,-78.163568,VA,
22021,38.112137,-78.419168,VA,
22025,37.736937,-78.227568,VA,
22026,38.043337,-78.379968,VA,
22027,37.549337,-78.531968,VA,
22030,37.634137,-77.886768,VA,
22031,38.128137,-78.535168,VA,
22032,37.821737,-78.382768,VA,
22033,37.515337,-78.230368,VA,
22039,38.078137,-78.117568,VA,
22041,37.769337,-78.181568,VA,
22042,37.650537,-78.525168,VA,
22043,37.956937,-77.877168,VA,
22044,37.838137,-78.220768,VA,
22046,38.025737,-77.916368,VA,
22060,38.074937,-77.987568,VA,
22062,37.887337,-78.291968,VA,
22066,37.462137,-78.483168,VA,
22067,37.768537,-77.835168,VA,
22075,37.972537,-78.169168,VA,
22079,37.647337,-78.395168,VA,
22100,37.397737,-78.481168,VA,
22101,37.891737,-78.329168,VA,
22102,37.585337,-78.176768,VA,
22110,37.568937,-78.338768,VA,
22116,37.806537,-78.451968,VA,
22120,37.740537,-77.918368,VA,
22122,37.552937,-78.222768,VA,
22124,38.115737,-78.109968,VA,
22125,37.809337,-77.957568,VA,
22126,37.928137,-78.414368,VA,
22134,37.536537,-78.384768,VA,
22150,37.838537,-77.781568,VA,
22151,38.144937,-77.933968,VA,
22152,37.650937,-78.085968,VA,
22153,37.957337,-78.238368,VA,
22160,38.009737,-78.439568,VA,
22164,37.634537,-78.247968,VA,
22165,38.128537,-78.095968,VA,
22170,38.026937,-77.823568,VA,
22171,37.532937,-77.975568,VA,
22172,37.414137,-78.319168,VA,
22173,37.720537,-78.471568,VA,
22175,37.908137,-78.167168,VA,
22180,37.582537,-77.901968,VA,
22181,38.076537,-78.550368,VA,
22182,37.770137,-78.397968,VA,
22183,37.463737,-78.245568,VA,
22185,37.701337,-78.358768,VA,
22190,37.753737,-78.559968,VA,
22191,38.060137,-77.911968,VA,
22192,37.566137,-78.063968,VA,
22193,37.872537,-78.216368,VA,
22200,37.461337,-78.395568,VA,
22201,38.122137,-78.012768,VA,
22202,37.628137,-78.164768,VA,
22203,37.934537,-78.317168,VA,
22204,37.440537,-78.469168,VA,
22205,37.746937,-77.821168,VA,
22206,38.053337,-77.973568,VA,
22207,37.559337,-78.125568,VA,
22209,37.371737,-78.429968,VA,
22210,37.644537,-78.002768,VA,
22211,38.138537,-77.850768,VA,
22213,37.525737,-78.346368,VA,
22216,37.456937,-78.307168,VA,
22220,38.004137,-77.902368,VA,
22224,37.628937,-78.511168,VA,
22230,37.386537,-77.787168,VA,
22234,37.761737,-77.978768,VA,
22235,37.455337,-77.826368,VA,
22236,37.574137,-78.283168,VA,
22237,38.068137,-78.131168,VA,
22238,38.136937,-78.170368,VA,
22240,37.930937,-77.907968,VA,ARLINGTON
22244,37.505737,-78.099168,VA,
22245,37.812137,-78.251568,VA,
22253,37.640937,-78.393968,VA,
22254,38.134937,-78.241968,VA,
22256,37.522137,-77.937168,VA,
22260,37.472937,-78.423168,VA,
22265,38.154537,-77.966768,VA,
22301,37.544537,-78.053968,VA,
22302,37.663337,-78.510768,VA,
22303,38.157337,-78.358768,VA,
22304,37.475737,-78.014768,VA,
22305,37.969737,-77.862768,VA,
22306,38.088537,-78.319568,VA,
22307,37.782137,-78.167168,VA,
22308,37.800937,-77.788768,VA,
22309,37.494537,-78.436768,VA,
22310,38.022137,-78.063968,VA,
22311,37.528137,-78.215968,VA,
22312,37.409337,-78.559568,VA,
22313,37.715737,-77.911568,VA,
22314,37.596937,-78.255168,VA,
22315,37.903337,-78.407568,VA,
22326,37.624937,-78.120768,VA,
22330,37.679737,-78.348768,VA,
22335,37.560937,-77.891968,VA,
22401,38.118537,-78.461968,VA,
22405,37.693337,-77.852768,VA,
22406,37.574537,-78.196368,VA,
22407,37.880937,-78.348768,VA,
22408,37.862137,-77.926768,VA,
22410,37.640537,-77.929568,VA,
22416,37.878137,-78.042768,VA,
22418,37.590537,-78.312368,VA,
22422,38.082137,-78.376768,VA,
22433,37.979737,-78.558368,VA,
22435,38.167337,-78.253968,VA,
22437,37.554537,-77.949168,VA,
22438,38.048537,-77.797168,VA,
22443,38.036537,-77.914368,VA,
22450,37.371337,-78.208768,VA,
22454,37.746537,-78.400368,VA,
22460,38.154537,-78.024768,VA,
22465,38.085737,-77.985568,VA,
22469,37.710537,-77.793968,VA,
22470,37.983337,-78.167168,VA,
22473,37.864537,-78.510768,VA,
22476,37.795737,-78.471568,VA,
22482,37.814937,-77.783968,VA,
22485,37.508537,-78.431968,VA,
22486,37.389737,-77.975168,VA,
22488,37.577337,-78.471168,VA,
22491,37.750137,-78.009168,VA,
22495,37.374937,-77.817568,VA,
22500,37.862137,-78.008768,VA,
22503,37.743337,-78.352368,VA,
22508,37.812137,-78.391568,VA,
22510,38.033337,-77.866368,VA,
22511,37.539337,-78.018368,VA,
22514,37.608137,-78.057568,VA,
22515,37.914537,-78.209968,VA,
22517,37.726937,-78.514368,VA,
22520,37.404137,-78.523968,VA,
22524,37.829337,-78.332768,VA,
22533,38.069337,-78.229568,VA,
22534,37.950537,-77.772768,VA,
22535,37.456537,-77.924768,VA,
22539,37.931737,-78.151168,VA,
22543,38.074137,-78.039968,VA,
22546,37.559337,-78.265568,VA,
22551,37.870137,-78.506368,VA,
22553,37.682537,-78.010368,VA,
22554,37.988937,-78.162768,VA,
22555,37.494937,-78.314768,VA,
22556,37.801337,-78.467168,VA,
22557,37.661737,-78.083968,VA,
22560,37.488937,-78.545968,VA,
22564,37.864137,-77.937168,VA,
22567,37.370137,-78.089168,VA,
22572,37.493737,-78.356368,VA,
22576,37.918937,-78.165168,VA,
22577,37.424937,-78.317168,VA,
22578,38.056537,-78.243568,VA,
22580,37.477337,-78.518368,VA,
22600,37.587337,-78.222368,VA,
22601,37.893737,-78.374768,VA,
22602,37.399737,-78.526768,VA,
22603,37.706137,-77.878768,VA,
22604,37.962537,-78.413968,VA,
22606,37.774937,-77.917968,VA,
22610,37.416137,-78.364768,VA,
22611,37.910137,-78.212768,VA,
22615,37.484937,-78.403968,VA,
22620,37.775737,-78.264368,VA,
22624,38.150937,-78.455968,VA,
22625,37.656937,-77.807568,VA,
22627,37.844537,-78.303568,VA,
22630,37.758537,-78.079968,VA,
22634,37.383337,-77.888368,VA,
22635,37.877337,-78.536768,VA,
22637,37.689737,-78.040768,VA,
22640,38.118137,-77.979568,VA,
22642,37.930537,-78.283968,VA,
22643,37.436537,-78.435968,VA,
22644,37.742937,-77.787968,VA,
22645,38.049337,-77.940368,VA,
22651,37.640537,-77.969568,VA,
22652,38.134537,-77.817568,VA,
22654,37.571737,-77.930368,VA,
22655,38.065737,-77.778368,VA,
22656,37.759337,-78.426368,VA,
22657,37.452937,-78.273968,VA,
22660,37.660537,-78.216768,VA,
22663,38.154537,-78.064768,VA,
22664,38.085737,-78.025568,VA,
22665,37.591737,-78.177568,VA,
22666,37.472937,-78.521168,VA,
22667,37.779337,-77.873168,VA,
22669,38.016937,-77.986368,VA,
22675,37.557737,-77.875968,VA,
22680,37.972137,-78.513168,VA,
22692,37.988137,-77.828768,VA,
22701,38.116537,-78.416368,VA,
22702,37.434937,-78.072368,VA,
22703,37.928937,-77.920368,VA,
22705,37.691337,-77.807168,VA,
22706,37.810137,-78.263968,VA,
22707,37.503737,-78.111568,VA,
22709,38.066537,-77.998768,VA,
22710,37.793737,-78.425968,VA,
22712,37.981337,-78.121568,VA,
22713,37.487337,-78.273568,VA,
22714,37.418537,-78.234368,VA,
22715,37.724937,-78.386768,VA,
22716,37.606137,-77.929968,VA,
22718,37.743737,-78.008368,VA,
22719,38.050137,-78.160768,VA,
22720,37.434137,-78.526368,VA,
22724,37.859337,-78.335168,VA,
22727,37.740537,-77.878368,VA,
22728,37.484137,-78.143568,VA,
22735,37.536537,-78.344768,VA,
22737,38.149337,-77.849168,VA,
22740,37.892137,-78.011168,VA,
22742,37.704537,-78.315568,VA,
22747,37.823337,-77.971968,VA,
22750,38.063337,-77.868768,VA,
22765,37.618137,-77.812768,VA,
22785,38.106937,-78.317168,VA,
22790,37.408937,-78.135168,VA,
22801,37.510537,-78.279568,VA,
22802,37.391737,-77.822768,VA,
22810,37.833337,-78.269968,VA,
22812,37.645737,-77.773968,VA,
22813,38.139737,-78.422368,VA,
22815,37.902137,-78.309168,VA,
22819,37.476937,-78.500368,VA,
22820,37.908137,-78.077968,VA,
22821,37.414137,-78.229968,VA,
22824,37.532937,-77.886368,VA,
22827,37.651737,-78.343168,VA,
22830,38.090937,-77.963168,VA,
22832,37.478137,-78.458768,VA,
22834,37.715737,-77.771568,VA,
22835,37.409337,-78.419568,VA,
22840,37.919737,-78.105568,VA,
22841,37.425737,-78.257568,VA,
22842,38.107337,-77.801168,VA,
22843,37.613337,-77.953168,VA,
22844,37.494537,-78.296768,VA,
22846,37.682137,-77.992368,VA,
22847,37.988537,-78.144768,VA,
22849,37.475737,-77.874768,VA,
22850,37.748537,-78.247968,VA,
22851,37.442137,-78.095568,VA,
22853,38.054937,-78.400368,VA,
22855,37.867337,-77.904368,VA,
22860,37.577337,-78.390368,VA,
22861,37.883737,-78.542768,VA,
22890,37.894537,-78.514768,VA,
22901,37.533337,-78.251568,VA,
22902,38.027337,-78.099568,VA,
22903,37.720937,-77.947168,VA,
22910,38.010937,-78.261568,VA,
22911,37.516937,-78.413568,VA,
22915,37.942137,-78.222368,VA,
22920,38.028137,-78.445968,VA,
22922,37.840537,-77.949968,VA,
22923,37.534137,-77.797568,VA,
22932,37.586537,-77.998768,VA,
22936,38.011737,-77.807568,VA,
22937,37.517737,-77.959568,VA,
22938,38.149337,-77.885968,VA,
22939,37.655337,-78.037968,VA,
22940,37.954937,-78.451568,VA,
22942,38.142537,-78.147168,VA,
22943,37.836137,-77.994768,VA,
22945,38.023737,-78.490768,VA,
22947,37.410937,-78.185968,VA,
22948,37.904937,-78.033968,VA,
22949,37.598537,-77.881568,VA,
22952,37.938537,-77.813168,VA,
22958,38.076137,-77.891568,VA,
22959,37.582137,-78.043568,VA,
22960,37.497337,-77.888368,VA,
22963,37.803737,-78.040768,VA,
22967,37.428537,-77.849168,VA,
22968,37.447337,-78.271168,VA,
22969,37.941337,-78.119168,VA,
22971,37.974937,-77.898368,VA,
22973,38.162537,-78.394368,VA,
22974,38.043737,-77.937568,VA,
22980,38.101337,-78.440368,VA,
22989,37.744937,-77.870368,VA,
23002,37.526137,-78.361568,VA,
23004,38.088937,-78.248768,VA,
23005,37.782537,-78.096368,VA,
23008,37.663737,-78.439968,VA,
23009,38.157737,-78.287968,VA,
23013,37.578537,-78.562768,VA,
23015,37.816137,-77.875568,VA,
23021,37.664937,-78.398368,VA,
23022,38.158937,-78.246368,VA,
23023,37.852537,-78.093968,VA,
23024,37.596137,-78.359168,VA,
23027,37.477337,-77.902368,VA,
23029,38.069337,-78.280768,VA,
23030,38.142537,-78.408368,VA,
23035,38.073737,-78.369168,VA,
23038,37.392137,-78.025168,VA,
23040,37.982937,-77.777968,VA,
23043,37.488937,-77.929968,VA,
23047,37.914137,-78.539168,VA,
23050,38.154537,-78.157968,VA,
23055,37.681337,-78.236368,VA,
23059,37.710537,-77.927168,VA,
23060,37.640537,-78.062768,VA,
23061,38.134537,-77.910768,VA,
23062,37.828137,-78.558768,VA,
23063,37.521737,-78.406368,VA,
23065,37.709337,-78.101968,VA,
23066,37.402937,-77.949568,VA,
23069,38.084537,-78.293568,VA,
23070,37.811737,-77.920368,VA,
23071,38.118137,-78.072768,VA,
23072,37.624137,-78.224768,VA,
23075,37.692937,-78.263968,VA,
23076,37.999337,-78.416368,VA,
23079,38.068137,-78.455568,VA,
23080,38.129337,-78.567168,VA,
23083,37.635337,-77.918768,VA,
23084,37.704137,-77.957968,VA,
23085,37.397737,-77.805568,VA,
23086,37.516537,-78.262368,VA,
23089,37.872937,-78.031968,VA,
23091,37.806537,-77.776368,VA,
23093,37.994137,-78.272368,VA,
23096,38.112937,-77.928768,VA,
23102,37.490937,-78.015568,VA,
23103,37.797337,-78.167968,VA,
23106,37.866137,-78.207168,VA,
23109,38.034937,-78.281168,VA,
23111,38.000937,-77.979568,VA,
23112,37.694537,-77.827168,VA,
23113,37.388137,-78.475168,VA,
23114,37.882137,-78.323168,VA,
23116,38.069737,-78.018768,VA,
23117,37.763337,-77.866368,VA,
23120,37.420537,-78.295968,VA,
23123,37.914537,-78.143968,VA,
23124,37.795737,-78.487568,VA,
23139,37.593337,-77.833968,VA,
23140,37.408937,-78.268368,VA,
23141,37.715337,-78.420768,VA,
23146,37.646537,-78.381568,VA,
23148,38.159337,-77.851168,VA,
23149,37.665337,-78.003168,VA,
23150,38.038137,-78.411168,VA,
23153,37.919337,-77.954368,VA,
23156,37.850537,-77.915168,VA,
23161,38.057737,-78.135968,VA,
23168,37.801337,-78.401168,VA,
23169,38.107737,-78.553568,VA,
23174,37.955337,-78.317568,VA,
23175,37.648937,-78.165168,VA,
23181,37.568937,-78.431968,VA,
23185,37.944137,-77.823168,VA,
23188,38.012937,-77.862368,VA,
23192,38.079337,-78.117968,VA,
23219,37.580537,-77.889968,VA,
23220,37.495337,-78.012768,VA,
23221,37.989337,-77.860768,VA,
23222,38.108137,-78.317568,VA,
23223,37.801737,-78.165168,VA,
23224,37.920537,-77.821568,VA,
23225,37.614137,-78.469568,VA,
23226,37.732937,-78.125968,VA,
23227,37.426537,-77.973568,VA,
23228,37.445337,-78.395568,VA,
23229,37.939337,-78.243568,VA,
23230,37.666537,-77.870368,VA,
23231,37.972937,-78.022768,VA,
23233,38.160537,-78.518768,VA,
23234,38.041737,-78.061968,VA,
23235,37.547737,-78.213968,VA,
23236,37.428937,-78.557568,VA,
23237,37.735337,-77.909568,VA,
23238,37.716537,-78.287968,VA,
23249,37.581337,-77.993168,VA,
23294,38.114937,-78.056368,VA,
23301,37.423737,-78.381968,VA,
23303,37.611337,-78.077568,VA,
23304,37.492537,-78.421168,VA,
23308,37.967737,-77.847168,VA,
23310,37.746537,-78.372368,VA,
23314,37.371337,-78.180768,VA,
23315,37.865337,-78.028768,VA,
23320,37.575337,-78.514768,VA,
23321,37.881737,-77.866768,VA,
23322,37.387737,-78.018768,VA,
23323,37.694137,-78.171168,VA,
